step,battery,demand,renewable,price_level,period,action,reward,grid_bought,sold,demand_covered,unmet_demand,wasted_renewable,invalid_action,risk_score,risk_level,risk_level_name
0,2,2,1,2,0,1,-0.5243589743589743,1,0,2,0,0,0,70.8119658119658,2,high
1,2,2,0,2,0,0,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
2,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
3,0,2,1,2,0,1,-0.5243589743589743,1,0,2,0,0,0,70.8119658119658,2,high
4,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
5,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
6,0,3,0,2,1,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
7,0,3,0,2,1,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
8,0,2,0,1,1,1,-1.324358974358974,2,0,2,0,0,0,70.8119658119658,2,high
9,0,2,2,0,1,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
10,0,2,2,0,1,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
11,0,2,1,0,1,1,1.0756410256410263,1,0,2,0,0,0,70.8119658119658,2,high
12,0,2,2,0,2,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
13,0,2,2,0,2,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
14,0,2,2,0,2,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
15,0,2,2,0,2,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
16,0,3,0,2,2,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
17,0,3,0,2,2,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
18,0,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
19,0,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
20,0,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
21,0,2,1,2,3,1,-0.5243589743589743,1,0,2,0,0,0,70.8119658119658,2,high
22,0,2,0,2,3,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
23,0,2,1,2,3,1,-0.5243589743589743,1,0,2,0,0,0,70.8119658119658,2,high
24,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
25,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
26,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
27,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
28,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
29,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
30,0,3,1,2,1,1,-0.9243589743589746,2,0,3,0,0,0,70.8119658119658,2,high
31,0,3,0,2,1,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
32,0,2,0,1,1,1,-1.324358974358974,2,0,2,0,0,0,70.8119658119658,2,high
33,0,2,2,0,1,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
34,0,2,2,0,1,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
35,0,2,3,0,1,2,2.5,0,0,2,0,0,0,50.0,1,medium
36,1,2,3,0,2,2,3.124358974358974,0,0,2,0,0,0,29.18803418803421,0,low
37,2,2,2,0,2,4,2.5,0,0,2,0,0,0,49.99999999999999,1,medium
38,2,2,2,0,2,4,2.5,0,0,2,0,0,0,49.99999999999999,1,medium
39,2,2,2,0,2,4,2.5,0,0,2,0,0,0,49.99999999999999,1,medium
40,2,3,0,2,2,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
41,2,3,0,2,2,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
42,2,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
43,2,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
44,2,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
45,2,2,0,2,3,0,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
46,0,2,0,2,3,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
47,0,2,0,2,3,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
48,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
49,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
50,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
51,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
52,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
53,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
54,0,3,1,2,1,1,-0.9243589743589746,2,0,3,0,0,0,70.8119658119658,2,high
55,0,3,0,2,1,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
56,0,3,0,1,1,1,-0.9243589743589746,3,0,3,0,0,0,70.8119658119658,2,high
57,0,2,1,0,1,1,1.0756410256410263,1,0,2,0,0,0,70.8119658119658,2,high
58,0,1,2,0,1,3,1.7534482758620684,0,1,1,0,0,0,34.88505747126438,1,medium
59,0,2,2,0,1,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
60,0,2,2,0,2,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
61,0,1,2,0,2,3,1.7534482758620684,0,1,1,0,0,0,34.88505747126438,1,medium
62,0,2,2,0,2,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
63,0,2,2,0,2,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
64,0,3,0,2,2,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
65,0,3,0,2,2,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
66,0,2,0,2,3,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
67,0,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
68,0,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
69,0,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
70,0,2,0,2,3,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
71,0,2,0,2,3,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
72,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
73,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
74,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
75,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
76,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
77,0,2,0,2,0,1,-2.9243589743589746,2,0,2,0,0,0,70.8119658119658,2,high
78,0,3,0,2,1,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
79,0,3,0,2,1,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
