step,battery,demand,renewable,price_level,period,action,reward,grid_bought,sold,demand_covered,unmet_demand,wasted_renewable,invalid_action,risk_score,risk_level,risk_level_name
0,2,1,0,1,0,0,0.5000000000000002,0,0,1,0,0,0,49.99999999999999,1,medium
1,1,1,0,1,0,0,0.5000000000000002,0,0,1,0,0,0,49.99999999999999,1,medium
2,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
3,0,0,0,1,0,4,-1.4999999999999998,0,0,0,0,0,0,49.99999999999999,1,medium
4,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
5,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
6,0,1,1,1,1,4,0.5000000000000002,0,0,1,0,0,0,49.99999999999999,1,medium
7,0,2,1,1,1,1,0.275641025641026,1,0,2,0,0,0,70.8119658119658,2,high
8,0,2,1,1,1,1,0.275641025641026,1,0,2,0,0,0,70.8119658119658,2,high
9,0,2,3,0,1,3,3.3,0,1,2,0,0,0,50.0,1,medium
10,0,2,3,0,1,3,3.3,0,1,2,0,0,0,50.0,1,medium
11,0,2,3,0,1,3,3.3,0,1,2,0,0,0,50.0,1,medium
12,0,2,3,0,2,3,3.3,0,1,2,0,0,0,50.0,1,medium
13,0,2,3,0,2,2,2.5,0,0,2,0,0,0,50.0,1,medium
14,1,2,3,0,2,2,3.124358974358974,0,0,2,0,0,0,29.18803418803421,0,low
15,2,1,3,0,2,2,1.5333333333333334,0,0,1,0,0,0,15.555555555555555,0,low
16,4,3,1,2,2,0,3.875641025641026,0,0,3,0,0,0,70.8119658119658,2,high
17,2,3,1,2,2,0,3.875641025641026,0,0,3,0,0,0,70.8119658119658,2,high
18,0,3,1,2,3,1,-0.9243589743589746,2,0,3,0,0,0,70.8119658119658,2,high
19,0,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
20,0,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
21,0,1,0,1,3,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
22,0,1,0,1,3,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
23,0,1,0,1,3,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
24,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
25,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
26,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
27,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
28,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
29,0,1,1,1,0,4,0.5000000000000002,0,0,1,0,0,0,49.99999999999999,1,medium
30,0,2,1,1,1,1,0.275641025641026,1,0,2,0,0,0,70.8119658119658,2,high
31,0,2,1,1,1,1,0.275641025641026,1,0,2,0,0,0,70.8119658119658,2,high
32,0,2,1,1,1,1,0.275641025641026,1,0,2,0,0,0,70.8119658119658,2,high
33,0,2,3,0,1,3,3.3,0,1,2,0,0,0,50.0,1,medium
34,0,2,3,0,1,3,3.3,0,1,2,0,0,0,50.0,1,medium
35,0,2,3,0,1,3,3.3,0,1,2,0,0,0,50.0,1,medium
36,0,2,2,0,2,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
