step,battery,demand,renewable,price_level,period,action,reward,grid_bought,sold,demand_covered,unmet_demand,wasted_renewable,invalid_action,risk_score,risk_level,risk_level_name
0,2,0,0,1,0,4,-1.4999999999999998,0,0,0,0,0,0,49.99999999999999,1,medium
1,2,1,2,1,0,2,1.5333333333333334,0,0,1,0,0,0,15.555555555555555,0,low
2,3,1,0,2,0,0,-0.12435897435897392,0,0,1,0,0,0,70.8119658119658,2,high
3,2,1,0,1,0,0,0.5000000000000002,0,0,1,0,0,0,49.99999999999999,1,medium
4,1,1,0,1,0,0,0.5000000000000002,0,0,1,0,0,0,49.99999999999999,1,medium
5,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
6,0,2,3,1,1,3,2.675641025641026,0,1,2,0,0,0,70.8119658119658,2,high
7,0,2,0,1,1,1,-1.324358974358974,2,0,2,0,0,0,70.8119658119658,2,high
8,0,2,3,2,1,3,2.675641025641026,0,1,2,0,0,0,70.8119658119658,2,high
9,0,2,1,0,1,1,1.0756410256410263,1,0,2,0,0,0,70.8119658119658,2,high
10,0,2,3,0,1,3,3.3,0,1,2,0,0,0,50.0,1,medium
11,0,2,3,0,1,2,2.5,0,0,2,0,0,0,50.0,1,medium
12,1,1,3,0,2,2,1.5333333333333334,0,0,1,0,0,0,15.555555555555555,0,low
13,3,2,2,1,2,4,3.533333333333333,0,0,2,0,0,0,15.555555555555555,0,low
14,3,2,3,0,2,3,4.333333333333333,0,1,2,0,0,0,15.555555555555555,0,low
15,3,3,3,0,2,4,5.533333333333333,0,0,3,0,0,0,15.555555555555555,0,low
16,3,3,0,2,2,0,3.875641025641026,0,0,3,0,0,0,70.8119658119658,2,high
17,0,3,0,2,2,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
18,0,3,1,2,3,1,-0.9243589743589746,2,0,3,0,0,0,70.8119658119658,2,high
19,0,3,2,2,3,1,1.4756410256410257,1,0,3,0,0,0,70.8119658119658,2,high
20,0,3,0,2,3,1,-3.324358974358974,3,0,3,0,0,0,70.8119658119658,2,high
21,0,1,3,1,3,2,0.9534482758620686,0,0,1,0,0,0,34.88505747126438,1,medium
22,2,1,0,1,3,0,0.5000000000000002,0,0,1,0,0,0,49.99999999999999,1,medium
23,1,1,0,1,3,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
24,1,1,0,1,0,0,0.5000000000000002,0,0,1,0,0,0,49.99999999999999,1,medium
25,0,1,0,2,0,1,-2.5243589743589743,1,0,1,0,0,0,70.8119658119658,2,high
26,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
27,0,1,2,2,0,3,1.3,0,1,1,0,0,0,49.99999999999999,1,medium
28,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
29,0,1,0,1,0,1,-1.0999999999999999,1,0,1,0,0,0,49.99999999999999,1,medium
30,0,2,0,1,1,1,-1.324358974358974,2,0,2,0,0,0,70.8119658119658,2,high
31,0,2,2,1,1,4,1.875641025641026,0,0,2,0,0,0,70.8119658119658,2,high
32,0,2,1,1,1,1,0.275641025641026,1,0,2,0,0,0,70.8119658119658,2,high
33,0,2,1,0,1,1,1.0756410256410263,1,0,2,0,0,0,70.8119658119658,2,high
34,0,2,3,0,1,2,2.5,0,0,2,0,0,0,50.0,1,medium
